State,State Code,Month,Month Code,ICD Sub-Chapter,ICD Sub-Chapter Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
Tennessee,47,"Oct., 2021 ",2021/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,13,Not Applicable,Not Applicable
Tennessee,47,"Oct., 2021 ",2021/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,12,Not Applicable,Not Applicable
Tennessee,47,"Oct., 2021 ",2021/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,15,Not Applicable,Not Applicable
Tennessee,47,"Oct., 2021 ",2021/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,10,Not Applicable,Not Applicable
Tennessee,47,"Oct., 2021 ",2021/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,22,Not Applicable,Not Applicable
Tennessee,47,"Oct., 2021 ",2021/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,23,Not Applicable,Not Applicable
Tennessee,47,"Oct., 2021 ",2021/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,15,Not Applicable,Not Applicable
Tennessee,47,"Nov., 2021 ",2021/11,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,13,Not Applicable,Not Applicable
Tennessee,47,"Nov., 2021 ",2021/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,17,Not Applicable,Not Applicable
Tennessee,47,"Nov., 2021 ",2021/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,15,Not Applicable,Not Applicable
Tennessee,47,"Nov., 2021 ",2021/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,11,Not Applicable,Not Applicable
Tennessee,47,"Dec., 2021 ",2021/12,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,15,Not Applicable,Not Applicable
Tennessee,47,"Dec., 2021 ",2021/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,15,Not Applicable,Not Applicable
Tennessee,47,"Dec., 2021 ",2021/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,18,Not Applicable,Not Applicable
Tennessee,47,"Dec., 2021 ",2021/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,11,Not Applicable,Not Applicable
Tennessee,47,"Dec., 2021 ",2021/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,10,Not Applicable,Not Applicable
Texas,48,"Jan., 2018",2018/01,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,25-34 years,25-34,12,Not Applicable,Not Applicable
Texas,48,"Jan., 2018",2018/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,31,Not Applicable,Not Applicable
Texas,48,"Jan., 2018",2018/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,31,Not Applicable,Not Applicable
Texas,48,"Jan., 2018",2018/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,16,Not Applicable,Not Applicable
Texas,48,"Jan., 2018",2018/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,10,Not Applicable,Not Applicable
Texas,48,"Jan., 2018",2018/01,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,14,Not Applicable,Not Applicable
Texas,48,"Jan., 2018",2018/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,23,Not Applicable,Not Applicable
Texas,48,"Jan., 2018",2018/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,33,Not Applicable,Not Applicable
Texas,48,"Jan., 2018",2018/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,26,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,15-24 years,15-24,10,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,25-34 years,25-34,12,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,14,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,21,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,12,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,14,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,12,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,15,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,24,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,16,Not Applicable,Not Applicable
Texas,48,"Feb., 2018",2018/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,10,Not Applicable,Not Applicable
Texas,48,"Mar., 2018",2018/03,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,45-54 years,45-54,11,Not Applicable,Not Applicable
Texas,48,"Mar., 2018",2018/03,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,20,Not Applicable,Not Applicable
Texas,48,"Mar., 2018",2018/03,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,10,Not Applicable,Not Applicable
Texas,48,"Mar., 2018",2018/03,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,17,Not Applicable,Not Applicable
Texas,48,"Mar., 2018",2018/03,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,13,Not Applicable,Not Applicable
Texas,48,"Mar., 2018",2018/03,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,12,Not Applicable,Not Applicable
Texas,48,"Mar., 2018",2018/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,31,Not Applicable,Not Applicable
Texas,48,"Mar., 2018",2018/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,31,Not Applicable,Not Applicable
Texas,48,"Mar., 2018",2018/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,22,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,15-24 years,15-24,15,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,18,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,23,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,21,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,18,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,10,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,18,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,33,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,22,Not Applicable,Not Applicable
Texas,48,"Apr., 2018",2018/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,10,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,45-54 years,45-54,13,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,15-24 years,15-24,11,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,28,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,26,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,13,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,11,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,11,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,23,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,19,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,14,Not Applicable,Not Applicable
Texas,48,"May, 2018",2018/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,11,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,15-24 years,15-24,11,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,25-34 years,25-34,10,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,35-44 years,35-44,10,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,25,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,21,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,10,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,16,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,14,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,65-74 years,65-74,17,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,28,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,26,Not Applicable,Not Applicable
Texas,48,"Jun., 2018",2018/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,17,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,25-34 years,25-34,10,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Transport accidents,V01-V99,Person injured in collision between other specified motor vehicles (traffic),V87.7,25-34 years,25-34,11,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,28,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,22,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,22,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,13,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,15,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,65-74 years,65-74,11,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,29,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,31,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,12,Not Applicable,Not Applicable
Texas,48,"Jul., 2018",2018/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,55-64 years,55-64,12,Not Applicable,Not Applicable
Texas,48,"Aug., 2018",2018/08,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,20,Not Applicable,Not Applicable
Texas,48,"Aug., 2018",2018/08,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,19,Not Applicable,Not Applicable
Texas,48,"Aug., 2018",2018/08,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,13,Not Applicable,Not Applicable
Texas,48,"Aug., 2018",2018/08,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,45-54 years,45-54,12,Not Applicable,Not Applicable
Texas,48,"Aug., 2018",2018/08,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,55-64 years,55-64,10,Not Applicable,Not Applicable
Texas,48,"Aug., 2018",2018/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,23,Not Applicable,Not Applicable
Texas,48,"Aug., 2018",2018/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,29,Not Applicable,Not Applicable
Texas,48,"Aug., 2018",2018/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,13,Not Applicable,Not Applicable
Texas,48,"Sep., 2018",2018/09,Transport accidents,V01-V99,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,55-64 years,55-64,12,Not Applicable,Not Applicable
Texas,48,"Sep., 2018",2018/09,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,22,Not Applicable,Not Applicable
Texas,48,"Sep., 2018",2018/09,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,23,Not Applicable,Not Applicable
Texas,48,"Sep., 2018",2018/09,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,13,Not Applicable,Not Applicable
